Opening Ply,White Win Rate
1,0.43938012762078393
2,0.4804088586030664
3,0.4851002865329513
4,0.5136033857315598
5,0.53003663003663
6,0.49554455445544554
7,0.5297619047619048
8,0.4982078853046595
9,0.49053857350800584
10,0.5254629629629629
11,0.508235294117647
12,0.49295774647887325
13,0.4251968503937008
14,0.43859649122807015
15,0.4883720930232558
16,0.5806451612903226
17,0.4864864864864865
18,0.5
19,0.36363636363636365
20,0.375
22,0.0
24,1.0
28,0.25
